M D A K
2,3748899999999997
1,637489
1,8637489000000003
1,3863748900000001
3,938637489
4,8938637489
4,38938637489
3,438938637489
2,1438938637489002
3,81438938637489

4,1979039431
1,9161914194310001
2,2284328441943098
1,8175788840419433
13,760978241760421
12,381226476873605
13,167621671615333
3,80920591898837
9,309429294642232
17,266883400889043

-0,22928370517340899
-0,23801802947706605
0,5243216699383619
0,31720798512135456
0,4564687780546059
-0,013344523366966937
0,16173603539099718
0,2691232704135299
-0,03014475145825695
0,7781368512647513

-2,12641349159403
-2,1170235016683616
-0,4986020879643851
-1,1259844952082008
-1,0682102473462065
-1,2275498023246454
-1,6798075993731414
-1,4255510952784318
-1,9955176931132295
-0,714690105461242

//////1000

3,003814389386375
2,956003814389386
3,1269560038143895
2,9521269560038146
3,0009521269560038
2,8610009521269557
2,8348610009521273
2,880834861000952
3,042880834861001
3,142042880834861

12,395281432967293
10,837195304333829
12,425469933262933
12,332834247787087
11,904337549301411
11,045749343262955
11,462829934669726
10,718586866371679
12,117126886075836
14,605805386009873

2,0786065219571
1,7704891081289964
1,8419786771037296
2,1778166740663516
2,1780668215191605
1,9234698191726884
1,971841800017409
1,9826699173522035
1,775575185808925
2,2999640482539627

6,239762854766861
3,9789138048857424
4,2508477215003095
6,368592033418622
7,519095426265567
5,431788036037981
5,616207166395506
5,4741013128674645
3,7118692206214954
8,17577045455195

/////1000000

2,997857142042881
2,9984039978571424
3,000485998403998
2,9991660004859986
2,9971029991660005
2,998051997102999
3,003721004341998
3,000103003721004
3,0027630001030037
2,996443005505003

12,000144000535657
11,982760443459346
11,991226749393535
11,998558290652575
11,99001758871876
11,979611183632167
11,987422189299986
11,972887977494386
12,002530355309917
11,952471366112846

2,019677726728539
2,0231433382226958
2,0166135897902904
2,018344203834765
2,0207912331741857
2,018468127360482
2,020185480240623
2,01785375032429
2,0151687062081587
2,0113829136137444

6,072997045378383
6,114302817188339
5,997759467728569
6,042666519189437
6,068456815857758
6,055723844461767
6,099492074242686
6,070390500669422
6,018632128344985
6,01599569715599














